"","SRR10025184","SRR10025185","SRR17261763","SRR17261764","SRR17261651","SRR17261652","SRR17261653","SRR8145407","SRR8145408","SRR8145409","SRR8145410","SRR8145411","SRR8145412","SRR17261705","SRR5115673","SRR5115674","SRR5115675"
"ENSMUSG00000032786.17",20892,16681,11988,25042,5521,6618,3509,1566,1526,3228,2075,3878,1396,10659,2842,3163,2581
"ENSMUSG00000023345.18",123,77,71,75,71,85,72,15,18,19,46,17,18,96,14,24,25
"ENSMUSG00000053716.10",282,167,152,220,511,322,386,27,50,30,61,36,28,296,51,61,91
"ENSMUSG00000048758.15",4769,3934,1873,2761,1147,1107,1192,306,344,341,371,308,396,1090,711,791,801
"ENSMUSG00000023262.14",1328,868,1548,2497,1590,1238,1478,419,504,459,365,503,403,1957,517,479,480
"ENSMUSG00000042210.18",268,137,401,407,377,366,405,101,134,105,101,109,116,424,85,106,109
"ENSMUSG00000042073.16",3063,2323,2294,2636,3143,3100,3111,608,669,592,502,602,736,3185,1738,1955,1898
"ENSMUSG00000023495.14",649,400,744,1475,616,656,426,156,159,171,144,200,178,713,336,385,320
"ENSMUSG00000091735.3",4,1,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1
"ENSMUSG00000023249.16",2106,1803,2029,1731,1608,1174,1619,223,282,251,321,291,338,1850,434,531,587
"ENSMUSG00000041506.16",290,150,334,429,281,259,320,73,85,93,87,87,80,471,152,165,178
"ENSMUSG00000066383.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118396.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066382.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00001074846.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041009.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091129.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023192.13",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000040813.17",2001,1263,2655,2032,2216,2036,2068,640,635,631,527,556,728,3160,1420,1410,1638
"ENSMUSG00000040661.7",5094,4197,930,1650,1745,1826,1390,254,227,205,229,238,270,1876,389,517,436
"ENSMUSG00000040325.17",3309,3073,615,760,1166,1070,941,141,159,149,156,129,175,1311,992,1158,1013
"ENSMUSG00000032575.17",3131,3468,3460,2256,2168,2001,1226,1206,932,747,1345,514,812,1574,1974,2233,1643
"ENSMUSG00000074102.5",1674,1414,355,464,755,615,583,109,135,136,111,93,113,788,633,775,641
"ENSMUSG00000039716.13",31,16,3,2,0,2,2,2,1,1,2,4,2,1,3,1,5
"ENSMUSG00000032577.17",253,227,319,182,268,306,308,47,42,62,67,48,56,313,95,216,181
"ENSMUSG00000032578.8",597,384,184,884,471,194,307,61,73,114,132,66,56,316,90,274,205
"ENSMUSG00000032579.15",620,415,573,580,516,448,541,155,187,194,157,164,165,490,367,494,422
"ENSMUSG00000037977.7",53,26,45,28,46,33,36,8,12,12,14,3,19,26,28,25,30
"ENSMUSG00000010066.16",2,0,1,1,4,1,1,1,0,2,0,0,0,3,0,0,2
"ENSMUSG00000010045.3",1111,853,716,715,903,788,773,156,181,194,191,166,238,1175,482,480,467
"ENSMUSG00000037190.13",222,183,301,285,279,307,290,77,53,56,72,76,84,341,104,143,153
"ENSMUSG00000010057.9",618,410,723,895,574,481,454,161,144,119,124,98,166,647,416,406,444
"ENSMUSG00000010044.13",10,3,10,37,3,7,3,2,4,0,1,5,1,4,8,1,3
"ENSMUSG00000010067.14",386,340,91,145,115,111,97,18,16,22,22,19,23,138,87,125,80
"ENSMUSG00000010054.5",1220,999,1244,1118,1184,939,866,236,250,251,255,227,283,1220,349,385,314
"ENSMUSG00000010047.13",2204,1567,1847,2252,1950,2121,1780,280,325,318,311,375,478,2550,291,311,295
"ENSMUSG00000010051.16",2582,1754,532,486,775,753,592,126,190,200,155,233,198,1479,376,413,382
"ENSMUSG00000079334.9",1330,415,2906,3081,1319,1259,1088,298,390,357,292,429,363,2048,78,45,42
"ENSMUSG00000036091.9",28,14,3,10,9,11,7,0,2,4,3,6,3,7,3,5,7
"ENSMUSG00000010048.11",950,601,880,1145,1078,923,899,261,245,215,216,236,272,1262,319,309,302
"ENSMUSG00000103409.3",21,5,2,12,2,3,4,2,0,0,2,1,1,4,0,0,0
"ENSMUSG00000057969.16",220,57,68,103,53,55,56,20,11,13,13,18,28,62,57,72,130
"ENSMUSG00000032562.14",3454,2514,3045,2597,5169,4087,4854,834,983,889,1127,855,834,4771,641,855,844
"ENSMUSG00000010064.16",35155,22182,71433,57490,76519,84878,93806,15094,15491,15390,12653,15461,13226,93326,12998,13795,17070
"ENSMUSG00000034837.13",688,362,1848,1739,1533,2078,2043,585,495,649,444,687,275,2026,190,214,276
"ENSMUSG00000034684.13",411,273,274,716,313,275,343,59,55,55,52,69,48,220,116,199,152
"ENSMUSG00000032580.13",7721,6158,2618,4672,1900,1918,1761,549,531,475,467,443,527,2460,1520,1745,1640
"ENSMUSG00000032582.15",5892,5066,882,1271,1218,1166,964,303,315,329,310,313,311,1302,898,992,948
"ENSMUSG00000032583.8",782,431,773,853,622,436,448,119,143,116,152,122,128,822,296,343,379
"ENSMUSG00000032584.13",25,6,25,82,20,20,22,6,7,17,9,10,6,26,5,19,8
"ENSMUSG00000066368.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032936.14",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"ENSMUSG00000032586.10",18,14,36,11,16,7,18,0,5,5,13,2,1,26,5,12,10
"ENSMUSG00000032596.15",1235,980,1054,608,1099,845,1164,166,187,350,260,199,207,1710,706,1005,1020
"ENSMUSG00000079323.10",2,1,0,0,1,2,2,0,0,0,1,0,0,0,0,1,1
"ENSMUSG00000042106.6",55,32,16,8,22,24,19,4,1,5,3,1,4,16,10,25,17
"ENSMUSG00000032595.11",6,1,1,4,1,2,2,0,0,2,0,0,0,1,1,3,0
"ENSMUSG00000093456.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032594.12",3148,2341,3014,4713,2536,2479,2361,603,596,598,562,587,560,2609,1798,2127,2279
"ENSMUSG00000070284.11",911,627,476,347,387,277,275,76,83,91,147,60,121,440,330,435,332
"ENSMUSG00000041528.16",2907,1496,2163,2392,2170,1503,2036,274,303,319,355,293,307,2726,479,632,621
"ENSMUSG00000032593.6",313,112,108,111,78,67,73,11,11,16,27,11,9,117,96,135,131
"ENSMUSG00000032591.16",7150,4173,8213,9502,6194,7303,6581,1742,1577,1583,1769,1568,1695,7761,7120,8064,8272
"ENSMUSG00000032590.15",3865,2448,2699,3252,2865,2683,2982,600,630,608,550,615,707,3239,1931,2400,2167
"ENSMUSG00000032589.15",29,9,9,14,6,9,15,3,0,2,2,3,1,15,4,3,9
"ENSMUSG00000039952.16",6519,5776,1982,1927,4719,3918,4726,506,678,543,512,570,702,4280,1085,1579,1394
"ENSMUSG00000032606.8",844,449,515,614,731,683,659,183,181,218,166,200,175,695,61,80,70
"ENSMUSG00000032607.13",4864,3660,2147,1494,2793,2320,2300,747,731,704,748,601,758,2697,2417,2400,2820
"ENSMUSG00000039461.13",907,483,769,597,845,616,727,182,177,158,192,166,256,732,706,691,772
"ENSMUSG00000007815.14",8275,5666,3771,3837,5444,4648,4326,1232,1335,1283,1476,1157,1336,4945,1611,1746,1803
"ENSMUSG00000063856.9",49632,35063,76657,50158,52500,38013,34815,12733,14585,12026,13382,11151,16710,70157,23840,26604,31696
"ENSMUSG00000032612.15",5895,5432,2582,2146,4119,2840,3017,838,882,794,983,823,1009,3783,1424,1790,1639
"ENSMUSG00000032611.10",55,34,8,7,3,8,6,1,1,2,0,1,1,8,14,3,4
"ENSMUSG00000047220.6",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000050641.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032609.13",538,186,1059,859,310,474,399,150,113,102,148,153,130,448,206,347,289
"ENSMUSG00000049305.7",1084,727,450,461,674,654,567,160,158,126,158,99,154,709,252,294,328
"ENSMUSG00000052911.10",762,364,220,210,280,246,307,57,57,59,56,60,56,195,255,288,386
"ENSMUSG00000006676.17",5644,3740,2490,3315,2734,2354,2518,494,534,552,614,499,574,3617,1041,1308,1419
"ENSMUSG00000032604.17",2085,1620,1565,1869,2079,1917,1807,408,457,385,432,417,492,2236,706,822,816
"ENSMUSG00000006673.15",4354,3602,1491,1430,2035,1859,1772,245,310,278,321,252,343,2047,1257,1373,1366
"ENSMUSG00000062867.14",1925,1398,1275,1710,1573,1509,1366,340,322,348,396,322,384,1620,609,682,603
"ENSMUSG00000070283.5",396,195,683,617,375,326,355,106,121,101,128,113,130,467,242,253,271
"ENSMUSG00000019039.15",1234,617,1219,979,997,871,911,181,196,195,180,162,244,1218,545,540,584
"ENSMUSG00000066357.7",725,545,387,318,786,660,876,95,109,76,71,101,105,534,365,478,358
"ENSMUSG00000006675.11",37,10,5,15,8,14,5,4,6,5,3,3,2,16,8,6,6
"ENSMUSG00000064145.13",3966,3124,1307,1882,1925,1413,1438,341,326,309,351,293,404,1785,1676,1871,1778
"ENSMUSG00000032602.7",8429,7157,3873,3382,3032,2087,1933,504,723,699,682,595,1131,4244,2428,2878,2839
"ENSMUSG00000032601.14",6291,5166,1680,2362,3489,2583,2547,1005,907,1002,839,737,744,3737,659,917,908
"ENSMUSG00000032599.13",3983,3567,2262,3801,1385,2081,1525,592,358,312,331,598,493,1661,367,335,448
"ENSMUSG00000032598.9",294,218,419,383,218,177,227,21,53,38,58,46,31,233,50,72,54
"ENSMUSG00000023473.14",34,33,6,28,13,5,8,1,2,2,2,4,1,5,4,4,15
"ENSMUSG00000023259.18",161,108,229,361,212,108,162,22,51,25,64,36,48,170,97,105,199
"ENSMUSG00000025652.7",0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,3
"ENSMUSG00000025651.15",11260,6914,6381,5977,7126,6244,6413,1682,1998,1769,1697,1594,2218,8598,4877,5323,5658
"ENSMUSG00000025650.14",28,19,33,47,8,8,13,2,4,4,8,3,3,13,9,10,12
"ENSMUSG00000049699.5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025648.19",115,108,144,139,174,104,189,17,24,24,62,16,19,197,49,88,95
"ENSMUSG00000025647.17",1152,626,1610,1031,2077,1648,2167,437,425,620,541,397,382,3207,664,926,949
"ENSMUSG00000049734.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025646.10",676,533,355,372,297,248,292,69,72,59,92,70,96,380,317,334,386
"ENSMUSG00000091537.3",1625,1435,1552,1200,1141,1057,925,565,537,555,718,486,546,1374,1096,1042,1476
"ENSMUSG00000025645.9",388,248,394,347,366,312,265,50,55,42,66,52,93,397,323,330,333
"ENSMUSG00000053646.14",4192,2571,2959,5254,3419,3704,3301,569,624,444,614,527,479,3996,338,702,585
"ENSMUSG00000047237.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049314.12",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000061701.12",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000105589.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054087.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070324.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000074062.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074061.5",0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0
"ENSMUSG00000074060.11",0,0,2,7,0,1,0,0,0,0,0,0,0,0,3,5,0
"ENSMUSG00000062275.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094992.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074059.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059547.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104614.6",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"ENSMUSG00000050074.13",3,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032478.15",451,226,647,336,404,417,385,127,149,105,151,112,174,357,335,381,372
"ENSMUSG00000038357.11",31,7,120,3,32,5,2,53,9,66,29,4,10,392,0,4,2
"ENSMUSG00000032477.15",357,313,116,179,158,161,138,21,22,30,43,16,26,193,45,103,108
"ENSMUSG00000032479.16",4268,3148,1315,1267,2435,2179,2509,339,533,445,477,404,468,2032,485,616,684
"ENSMUSG00000032480.18",1972,1403,1065,1572,1167,865,968,213,219,200,258,206,203,1308,832,992,971
"ENSMUSG00000032481.18",3312,3219,686,636,1233,915,944,181,235,215,225,206,199,1190,185,247,210
"ENSMUSG00000032482.10",20,17,6,0,5,6,1,0,1,1,1,2,0,6,1,5,1
"ENSMUSG00000054836.13",234,149,211,191,158,115,144,36,50,32,37,30,58,131,106,120,122
"ENSMUSG00000032485.15",3837,2130,5246,4008,4993,4718,6841,1039,1030,984,1102,821,867,4658,2155,2652,3319
"ENSMUSG00000036057.12",1503,868,865,924,818,756,722,101,173,157,171,123,163,875,173,265,236
"ENSMUSG00000032484.9",7,10,428,24,89,16,7,106,21,124,100,12,17,1268,0,2,0
"ENSMUSG00000054792.16",673,513,252,272,397,342,349,58,64,72,69,65,79,476,69,90,68
"ENSMUSG00000032489.18",79,63,29,29,23,46,33,8,8,8,13,8,9,49,10,22,21
"ENSMUSG00000044791.17",8627,8784,919,1318,2030,1803,1829,245,279,275,250,247,283,2163,1068,1312,1223
"ENSMUSG00000032491.15",41,24,47,79,52,33,40,13,10,10,10,10,9,49,14,27,32
"ENSMUSG00000056724.16",965,532,709,849,662,391,460,90,78,80,100,47,60,666,202,301,219
"ENSMUSG00000019659.9",1024,648,1037,801,853,583,673,284,241,274,403,254,264,787,182,189,210
"ENSMUSG00000032492.15",744,378,625,453,465,521,494,140,129,111,82,130,125,575,239,350,350
"ENSMUSG00000059741.14",4,3,1,0,3,1,2,17,62,57,57,49,26,1,1,2,4
"ENSMUSG00000044664.8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000032493.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058398.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047257.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049719.15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048752.8",40,24,8,5,24,5,15,0,4,0,4,2,3,17,4,2,1
"ENSMUSG00000049555.11",1148,797,1117,361,1037,508,1167,92,308,264,245,156,320,1190,580,574,650
"ENSMUSG00000044037.16",2275,1097,2617,3374,1379,986,1345,171,213,152,205,147,271,1807,1215,1298,1358
"ENSMUSG00000096393.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032494.13",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032495.9",9,9,9,7,6,10,3,1,1,7,4,1,3,3,0,3,2
"ENSMUSG00000066319.7",1630,1062,856,690,959,710,658,249,190,233,221,166,269,1016,218,257,229
"ENSMUSG00000032496.8",15,5,197,9,72,17,15,79,17,80,76,17,9,830,3,16,5
"ENSMUSG00000043953.13",142,83,50,65,85,116,106,20,9,28,16,14,14,75,38,56,44
"ENSMUSG00000032497.20",3698,2767,1221,1882,1098,871,771,375,339,336,374,412,338,1256,734,872,889
"ENSMUSG00000032498.10",1245,661,606,722,623,541,587,124,135,151,149,155,154,672,475,502,478
"ENSMUSG00000046785.9",4354,3938,1023,1455,1736,1592,1527,222,239,181,184,200,272,1473,607,774,616
"ENSMUSG00000062296.9",6,3,1,10,3,4,7,3,0,0,0,2,3,1,1,4,3
"ENSMUSG00000032500.11",431,305,257,237,635,375,688,73,117,131,102,88,110,389,291,487,461
"ENSMUSG00000032502.9",15,10,3,0,8,0,7,1,1,3,3,0,1,2,0,3,1
"ENSMUSG00000032503.19",0,0,5,0,0,0,0,0,0,3,1,0,0,1,0,0,0
"ENSMUSG00000032504.16",7623,7598,3655,4131,4728,4001,4270,839,842,929,833,799,859,4924,1021,1250,1381
"ENSMUSG00000033392.17",2855,2741,618,766,627,631,695,157,153,155,171,162,141,639,691,878,901
"ENSMUSG00000009741.16",3595,2683,1882,2888,1793,1509,1472,261,312,237,252,234,313,1937,1019,1206,1202
"ENSMUSG00000032507.16",213,146,15,12,20,15,8,2,1,2,1,9,4,11,29,33,34
"ENSMUSG00000086596.3",2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000053820.5",0,0,0,1,3,8,9,2,3,7,4,0,1,0,0,0,0
"ENSMUSG00000032431.7",224,129,312,213,302,282,313,70,78,53,78,57,68,239,42,54,62
"ENSMUSG00000045594.11",575,374,683,598,913,671,1142,114,175,165,218,131,154,863,155,176,147
"ENSMUSG00000079260.4",300,239,11,25,156,114,139,12,18,12,16,18,20,149,57,101,104
"ENSMUSG00000047898.8",3,3,1,0,3,4,3,0,0,0,0,3,0,5,0,1,1
"ENSMUSG00000079259.3",19,14,4,3,9,10,10,1,0,0,1,0,1,4,5,5,6
"ENSMUSG00000056167.9",1882,1196,1242,1612,1080,917,939,268,309,303,272,305,329,1216,570,624,586
"ENSMUSG00000032435.10",1685,1570,669,723,771,719,686,152,138,148,158,125,157,913,379,403,502
"ENSMUSG00000032434.10",3660,2941,3210,1957,5043,4291,4524,929,852,798,981,755,930,4286,1854,2216,2000
"ENSMUSG00000032436.18",110,53,279,226,283,181,365,48,82,74,130,51,44,291,60,100,87
"ENSMUSG00000041012.5",2129,1338,1682,1871,1689,1754,1889,762,673,700,503,732,671,1870,200,231,211
"ENSMUSG00000050627.14",2444,1859,940,1370,1841,1552,1450,321,347,311,252,365,328,1588,988,1102,1022
"ENSMUSG00000040875.13",50,12,5,7,11,16,15,1,3,2,5,2,1,15,7,12,7
"ENSMUSG00000050621.8",90,161,6742,13375,4979,6004,3823,2151,2035,1761,1801,1761,2141,4090,24,33,42
"ENSMUSG00000032437.11",8498,7660,3102,3250,4638,4006,3421,891,971,687,947,691,975,4125,4032,4473,4519
"ENSMUSG00000056880.14",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000032440.14",1542,1382,544,982,1641,1407,1584,244,227,170,245,207,190,843,413,562,632
"ENSMUSG00000039607.18",1435,1129,147,95,243,369,311,113,115,77,73,111,80,186,227,208,268
"ENSMUSG00000032443.18",91,102,10,8,6,6,4,5,0,2,2,6,3,4,16,17,8
"ENSMUSG00000039285.13",5764,6715,1701,2114,2158,2003,1859,471,473,481,451,454,517,2315,2289,2494,2534
"ENSMUSG00000039163.11",991,1248,786,770,556,619,588,250,252,216,218,259,277,621,241,247,266
"ENSMUSG00000032446.15",10,15,16,1,17,34,10,7,6,8,5,4,0,22,2,1,0
"ENSMUSG00000038708.11",12581,9596,1920,2226,3365,2961,2611,578,711,576,586,559,721,3636,1677,1801,1772
"ENSMUSG00000039115.14",4011,3578,692,448,2076,1515,1716,161,218,226,359,160,200,1180,887,1307,1304
"ENSMUSG00000047409.14",665,521,342,324,412,413,440,104,131,94,95,88,93,297,109,192,154
"ENSMUSG00000038775.15",89,65,90,129,174,93,55,5,49,37,27,46,12,115,20,69,17
"ENSMUSG00000010660.4",44,21,28,42,63,32,64,13,7,8,16,8,7,37,6,10,10
"ENSMUSG00000038060.16",185,50,31,28,19,15,19,6,7,7,6,18,14,20,68,52,48
"ENSMUSG00000010651.5",42281,32674,28214,8112,16803,11618,14333,3080,4738,3648,2463,3279,7808,18355,13778,15855,16514
"ENSMUSG00000070280.14",33,9,5,3,3,1,3,1,1,1,0,1,1,0,0,0,2
"ENSMUSG00000074028.5",9,4,17,21,10,7,2,5,3,1,1,2,1,8,2,0,3
"ENSMUSG00000036737.13",2633,2762,919,1125,1375,1156,998,232,268,251,271,238,297,1282,1088,1125,1180
"ENSMUSG00000032508.9",751,730,674,732,664,563,652,153,159,194,190,138,149,1044,48,58,49
"ENSMUSG00000036138.17",13357,10701,22600,12760,12585,9982,11224,2909,4076,3816,2541,3584,6009,16423,3409,4642,4257
"ENSMUSG00000035769.10",7141,3556,6344,8683,5084,5398,4461,1093,1042,1003,797,1150,1329,7427,784,1028,800
"ENSMUSG00000061393.15",366,217,163,280,257,248,337,64,113,171,57,108,72,570,68,100,76
"ENSMUSG00000042787.16",199,130,73,85,71,60,76,17,15,20,25,11,12,79,69,72,58
"ENSMUSG00000032511.18",0,0,2,17,2,0,0,4,14,16,14,2,2,30,0,0,0
"ENSMUSG00000034533.11",16,5,5,12,9,5,5,1,2,4,4,0,3,8,0,2,0
"ENSMUSG00000034115.11",4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0
"ENSMUSG00000032512.8",2321,2316,321,381,967,960,830,91,134,109,118,116,153,1018,509,544,509
"ENSMUSG00000052336.8",81,49,46,6,38,86,116,38,38,48,28,27,30,55,17,26,46
"ENSMUSG00000032513.9",1154,683,901,912,1027,920,1108,167,194,163,165,155,203,1415,360,447,523
"ENSMUSG00000032514.12",6,3,0,1,0,0,5,1,0,0,0,1,0,1,1,4,0
"ENSMUSG00000032515.9",190,177,705,943,236,386,284,120,93,103,66,84,56,500,41,65,69
"ENSMUSG00000079243.6",14,16,70,30,121,57,96,10,18,35,31,16,22,192,2,4,18
"ENSMUSG00000042262.6",0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
"ENSMUSG00000032519.12",1013,875,1023,2331,706,717,549,203,159,189,178,143,147,767,605,648,746
"ENSMUSG00000032518.7",18474,17972,19891,38200,16137,18878,15645,6282,6033,5645,5584,5712,5995,16959,8235,9536,8752
"ENSMUSG00000032517.17",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041794.14",39,24,7,5,7,11,8,1,1,3,0,2,1,7,5,4,12
"ENSMUSG00000006941.6",550,356,754,741,601,559,519,226,217,231,228,220,190,611,346,316,358
"ENSMUSG00000041608.9",4,3,0,11,0,0,2,0,0,0,0,0,1,2,1,2,1
"ENSMUSG00000025794.10",7117,6142,6938,12827,5456,5953,5332,2658,2619,2586,2590,2519,2779,5351,6062,6266,6089
"ENSMUSG00000006932.18",10098,9507,3300,3183,8565,8304,7715,1063,1259,1056,1187,1046,1307,8024,6774,7336,7914
"ENSMUSG00000040936.16",171,128,3,7,9,15,6,0,3,4,2,1,0,10,25,47,82
"ENSMUSG00000032536.13",5470,3101,2954,3446,2574,2365,2536,509,604,590,579,572,627,3483,1062,1274,1585
"ENSMUSG00000032532.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000032530.15",29,16,3,1,3,4,2,1,0,0,0,0,0,1,3,3,8
"ENSMUSG00000032528.6",4401,3077,1138,1812,2001,2045,1804,241,325,212,204,267,350,1927,1028,1103,1248
"ENSMUSG00000061536.14",718,531,333,262,425,273,329,53,77,93,64,60,106,746,117,122,170
"ENSMUSG00000032526.12",1441,1006,1174,1326,716,698,512,316,278,264,298,250,289,756,473,544,559
"ENSMUSG00000032525.16",13029,11184,1101,1116,1559,1273,1227,152,259,212,223,210,200,1716,1610,1922,1615
"ENSMUSG00000013419.8",79,45,24,46,43,49,40,6,17,14,13,11,9,39,17,29,31
"ENSMUSG00000074001.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032523.12",0,0,0,0,0,0,0,6,10,6,10,5,3,0,0,0,0
"ENSMUSG00000079235.11",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038412.9",1743,1712,2149,1868,1404,1068,920,496,456,434,592,416,367,1474,677,585,854
"ENSMUSG00000044534.9",207,142,160,81,153,114,170,18,13,19,25,19,23,115,34,77,77
"ENSMUSG00000050445.5",8438,1555,5612,717,7235,2618,9572,2508,2886,2295,2209,1458,1812,5829,4406,7402,7341
"ENSMUSG00000038233.11",739,384,621,11,492,451,869,10,132,58,145,73,168,424,636,564,979
"ENSMUSG00000066235.8",214,116,227,363,99,120,142,24,33,25,33,33,28,175,136,162,193
"ENSMUSG00000038145.18",6839,5697,2926,3406,2931,2620,3072,592,802,741,648,860,775,2030,2925,3059,3703
"ENSMUSG00000037949.9",444,303,537,583,563,467,661,124,124,124,153,145,82,718,213,265,240
"ENSMUSG00000032540.17",1418,1174,560,566,917,751,977,123,134,111,190,152,172,893,593,576,705
"ENSMUSG00000094985.3",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046603.17",1287,1351,519,675,743,618,518,175,166,117,172,137,161,657,1044,954,1069
"ENSMUSG00000107504.4",47,35,22,14,16,14,21,6,6,3,6,3,1,14,15,30,30
"ENSMUSG00000047036.9",9914,10231,2076,2402,3028,2878,2754,470,649,531,511,585,622,3553,1793,2040,1941
"ENSMUSG00000063488.7",1359,857,414,493,594,553,517,133,130,125,115,169,158,690,369,421,534
"ENSMUSG00000057895.12",59,52,16,19,29,18,26,5,6,6,14,7,8,22,15,21,21
"ENSMUSG00000032551.8",564,616,305,407,282,321,303,106,112,89,95,78,96,313,140,160,161
"ENSMUSG00000036768.7",116,126,87,60,113,112,122,38,44,33,61,28,29,117,16,31,27
"ENSMUSG00000066233.7",215,152,225,202,199,153,145,30,31,43,49,21,50,195,16,21,15
"ENSMUSG00000025787.7",33,56,7,17,15,8,4,1,5,2,1,2,4,8,3,14,12
"ENSMUSG00000025786.18",1679,1407,784,677,1386,1067,1140,194,264,176,236,174,223,1400,678,795,784
"ENSMUSG00000025785.6",1091,537,1042,968,728,671,716,281,303,279,293,293,302,941,409,361,413
"ENSMUSG00000025784.6",1,6,9,1,7,6,4,1,5,5,0,11,0,14,2,2,5
"ENSMUSG00000035498.11",521,410,379,388,460,415,485,109,92,71,96,51,95,410,196,203,234
"ENSMUSG00000054871.6",13,2,16,12,14,8,12,4,4,7,2,4,7,7,22,25,19
"ENSMUSG00000035202.9",7492,1455,15951,12166,152967,124102,123527,9246,9747,18147,16175,13713,23753,28744,114526,64750,10856
"ENSMUSG00000025239.4",2681,2314,1137,1297,1794,1608,1702,403,459,419,488,450,413,2101,1329,1556,1706
"ENSMUSG00000025240.11",3026,3645,174,179,1327,1305,1022,162,172,142,106,212,199,1245,1028,1091,1012
"ENSMUSG00000025243.18",251,212,6,16,123,84,66,5,4,6,3,2,4,8,28,34,26
"ENSMUSG00000036814.14",10,4,2,2,3,0,0,0,0,0,0,0,1,1,0,3,2
"ENSMUSG00000029530.17",490,389,5,9,21,22,15,2,2,3,5,1,1,19,43,66,48
"ENSMUSG00000025245.15",1096,1423,216,177,318,327,295,41,60,67,52,82,69,412,339,439,401
"ENSMUSG00000025241.17",8280,6708,1335,1334,2695,2252,2250,332,343,334,332,321,393,2494,1366,1642,1714
"ENSMUSG00000048521.9",442,300,46,32,117,108,107,51,20,21,1,29,14,109,71,153,81
"ENSMUSG00000060509.6",92,119,25,5,59,17,93,20,13,21,17,11,5,85,23,10,24
"ENSMUSG00000025804.6",38,56,25,42,30,47,358,8,7,4,4,9,14,70,12,31,21
