"","SRR10025177","SRR10025178","SRR10025179","SRR9119213","SRR9119214","SRR9119215","SRR7050693","SRR7050694","SRR7050695","SRR15809339","SRR15809340","SRR13640879","SRR13640881","SRR13640883","SRR6292438","SRR6292439"
"ENSMUSG00000067336.7",4103,4586,9139,581,455,511,1832,1950,2229,244,206,265,490,672,122,134
"ENSMUSG00000041040.13",708,786,1204,153,132,133,338,376,452,72,92,126,75,198,48,31
"ENSMUSG00000026018.13",40,53,163,0,0,2,4,1,2,1,3,0,0,0,0,0
"ENSMUSG00000026019.16",923,893,1532,316,282,280,401,437,439,229,245,264,425,370,163,151
"ENSMUSG00000026017.14",705,772,1756,68,62,76,191,248,225,221,226,79,61,46,28,24
"ENSMUSG00000073664.12",5951,5937,15872,348,313,419,750,920,869,573,543,262,381,400,67,97
"ENSMUSG00000049439.14",712,810,1618,271,258,283,675,674,621,109,107,312,322,334,31,44
"ENSMUSG00000026782.16",1376,1156,3453,62,40,40,170,232,186,119,217,51,55,126,70,15
"ENSMUSG00000026014.16",14029,14417,22334,929,667,852,4488,4211,3402,1179,1969,1451,2313,1412,480,371
"ENSMUSG00000026012.3",50,61,528,15,3,5,23,25,40,7,12,34,7,39,4,4
"ENSMUSG00000026011.14",14,9,253,8,0,1,6,0,9,1,8,0,1,8,2,0
"ENSMUSG00000026009.15",65,74,405,52,14,19,92,49,103,7,20,20,43,67,17,2
"ENSMUSG00000052062.15",948,978,972,45,50,48,149,149,162,16,37,20,57,37,9,19
"ENSMUSG00000025969.16",4213,5600,6336,565,613,697,2130,2440,1864,482,600,796,823,713,917,474
"ENSMUSG00000040865.16",3664,3838,5441,240,207,252,889,1055,1071,755,872,228,264,370,126,137
"ENSMUSG00000025968.17",4445,4901,8961,2425,2674,2507,5161,5188,5003,848,1008,1807,2750,2361,937,1012
"ENSMUSG00000025967.17",2779,3013,8425,4602,4822,3265,4274,4191,4750,684,683,2796,3571,4001,1679,1182
"ENSMUSG00000046856.14",8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027520.17",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025964.16",1593,2027,3027,302,103,120,591,698,911,138,185,227,301,373,204,97
"ENSMUSG00000115378.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000069085.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025963.6",0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,1
"ENSMUSG00000025962.16",525,529,1321,307,293,278,617,675,650,174,240,313,429,351,90,124
"ENSMUSG00000025961.2",8,9,14,1,0,1,3,1,0,2,0,0,2,2,0,0
"ENSMUSG00000025959.14",1175,1185,1375,100,70,89,555,738,545,163,203,84,79,154,82,29
"ENSMUSG00000025958.15",2046,2025,5567,295,227,310,806,797,1077,306,439,185,319,352,133,109
"ENSMUSG00000025956.11",342,334,659,170,176,148,317,280,288,126,245,202,168,189,125,112
"ENSMUSG00000070871.11",368,360,574,109,44,60,133,194,281,120,161,54,77,124,62,46
"ENSMUSG00000045005.10",470,573,711,131,171,148,393,415,297,157,218,39,77,85,158,95
"ENSMUSG00000051344.14",461,402,1247,65,34,39,119,139,150,45,53,57,58,123,37,14
"ENSMUSG00000025955.14",1,2,29,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070870.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067299.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025952.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073658.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044429.9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100846.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044816.11",0,0,5,1,2,0,1,5,2,0,0,1,0,3,0,0
"ENSMUSG00000025950.17",15799,17684,27372,9559,9816,10281,21847,21786,20372,3031,2668,9786,12288,10161,4142,3022
"ENSMUSG00000025949.17",4328,4357,8330,322,274,316,841,874,780,575,707,346,491,510,118,104
"ENSMUSG00000025946.14",1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025945.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000015222.19",256,223,537,20,8,10,90,93,75,72,69,8,12,6,4,4
"ENSMUSG00000055567.19",5,2,3,0,2,0,1,1,1,2,0,0,0,0,0,0
"ENSMUSG00000026005.16",930,1021,2926,381,448,546,885,885,1035,116,74,378,611,531,100,115
"ENSMUSG00000026004.16",1883,1876,3833,150,130,138,592,648,666,362,520,136,194,291,43,92
"ENSMUSG00000026003.6",9039,10616,19201,6016,6616,5898,11264,11910,13073,3626,2698,3366,4083,4359,7069,4842
"ENSMUSG00000061816.16",6,2,9,1,0,0,1,1,2,2,0,0,0,0,0,0
"ENSMUSG00000026000.17",556,547,923,343,338,276,698,643,546,332,499,332,363,486,225,176
"ENSMUSG00000025991.9",202031,186268,241103,64521,54653,55656,204792,180402,150133,6274,12870,64109,109517,68914,19883,23672
"ENSMUSG00000062209.16",855,870,1481,34,31,26,201,290,190,127,85,27,11,22,2,21
"ENSMUSG00000025997.14",197,167,1776,13,1,5,24,19,22,31,43,7,14,30,0,5
"ENSMUSG00000053153.15",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ENSMUSG00000045648.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026196.8",37,43,212,5,4,6,16,8,12,4,9,0,8,32,0,0
"ENSMUSG00000050296.15",1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"ENSMUSG00000026192.14",1172,1192,1486,623,639,531,1279,1244,1051,190,146,505,653,535,189,246
"ENSMUSG00000026193.16",158437,201392,123684,39660,27478,31119,81114,88982,74121,10177,11510,47670,61749,49142,33976,24771
"ENSMUSG00000039395.9",2031,2352,2457,726,872,1599,1384,1209,3539,473,395,240,262,303,224,453
"ENSMUSG00000026189.14",7420,7007,8606,4662,7020,4633,9985,8586,8952,1335,1189,3852,4620,3811,4122,3167
"ENSMUSG00000026188.12",8,15,6,8,3,10,16,12,9,1,2,21,8,7,0,0
"ENSMUSG00000026187.10",1169,1272,2182,562,499,495,1176,1182,1053,228,228,522,517,469,187,218
"ENSMUSG00000039372.6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039354.17",1112,1185,1344,429,379,362,680,532,520,177,278,240,303,291,352,257
"ENSMUSG00000039342.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046330.11",2629,3039,2757,3216,4119,2429,4898,3976,4629,2525,2065,3150,2685,3947,3236,1553
"ENSMUSG00000039323.19",19613,18665,25185,12891,9929,7613,12796,11047,20052,2800,4350,5749,5390,8687,5291,5657
"ENSMUSG00000026185.9",371,774,655,217,385,188,879,1255,917,214,109,243,163,241,96,167
"ENSMUSG00000026182.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055322.17",16893,19151,10503,1932,1451,1858,4958,5356,3627,4834,6199,1964,3138,2573,4382,1408
"ENSMUSG00000061815.12",72,165,95,361,7,216,18,25,55,46,84,0,4,20,64,43
"ENSMUSG00000026180.9",26,15,37,7,1,4,13,2,18,2,11,13,22,47,2,1
"ENSMUSG00000048480.6",6,2,0,0,1,0,0,1,0,0,3,0,0,0,7,0
"ENSMUSG00000006304.15",2267,2596,3237,2327,2089,1828,6166,5642,6379,765,688,1881,2497,3176,2202,1115
"ENSMUSG00000064272.4",5,15,5,1,2,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000006299.14",4751,5151,4805,2840,3495,2401,3792,3711,3771,1564,1801,3057,3301,3437,2411,1433
"ENSMUSG00000026179.15",5763,5592,2914,1601,2232,3531,3878,3090,5599,1560,2229,1244,1347,1183,2561,1311
"ENSMUSG00000006301.18",2001,2303,2094,1187,1018,930,1799,1960,1906,400,542,1009,798,1086,1127,713
"ENSMUSG00000073650.9",8,16,10,3,2,0,5,1,5,2,5,0,0,8,0,0
"ENSMUSG00000026177.12",506,466,428,219,97,103,571,506,733,78,182,227,412,1065,331,82
"ENSMUSG00000026176.14",6515,7535,5062,3770,4041,4098,9627,9831,10579,1789,2477,2260,2309,2787,3601,2442
"ENSMUSG00000026175.13",76,69,59,8,10,1,12,21,15,19,38,0,9,2,10,2
"ENSMUSG00000033364.14",1310,1319,2521,142,102,127,282,328,390,164,237,78,117,166,73,50
"ENSMUSG00000026174.10",766,794,1058,428,353,388,963,943,1071,202,254,344,435,457,244,172
"ENSMUSG00000026173.16",28,24,62,1,0,1,6,2,0,1,6,7,0,3,0,0
"ENSMUSG00000026135.18",996,1136,932,107,63,96,279,299,251,246,382,154,105,125,103,60
"ENSMUSG00000026172.13",514,603,523,304,389,322,576,588,498,195,212,293,362,312,304,180
"ENSMUSG00000026171.13",772,802,540,397,362,268,611,566,708,427,726,347,395,446,303,219
"ENSMUSG00000033276.19",85,83,38,21,20,14,34,34,21,41,40,21,23,18,47,8
"ENSMUSG00000033257.15",2184,2323,2842,314,211,341,801,912,818,793,1202,310,752,774,211,175
"ENSMUSG00000026170.7",20442,20447,13987,7852,8338,8490,16637,16421,17803,5207,10256,9364,9998,9904,5871,3602
"ENSMUSG00000006542.14",76,106,80,5,0,0,4,14,9,14,32,0,11,0,0,0
"ENSMUSG00000033227.8",2,6,2,1,1,0,0,0,1,1,14,0,0,3,0,1
"ENSMUSG00000026167.15",1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000090071.5",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055197.5",3,3,7,1,2,0,3,1,2,0,0,0,0,0,0,0
"ENSMUSG00000006546.4",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047021.15",0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,2
"ENSMUSG00000006538.13",46,53,20,32,9,7,14,27,33,20,65,68,15,38,4,8
"ENSMUSG00000026162.9",191,181,156,70,84,65,108,83,94,99,193,63,86,82,42,23
"ENSMUSG00000026205.9",11,23,21,3,7,1,3,4,8,5,11,9,0,0,0,0
"ENSMUSG00000033159.15",2471,2805,1671,1429,1597,1025,3164,3341,3263,1461,2381,816,821,1279,1517,964
"ENSMUSG00000049339.17",5220,5319,5451,4807,5748,4839,7997,7867,7887,765,1414,2997,2916,3610,3078,2085
"ENSMUSG00000026197.13",1017,1089,1143,669,809,496,1004,882,880,408,830,559,597,752,541,388
"ENSMUSG00000026198.16",248,240,213,156,179,153,213,174,175,94,158,114,131,195,27,20
"ENSMUSG00000033124.17",1647,1941,1302,706,533,810,1315,1372,1113,320,482,776,846,915,776,321
"ENSMUSG00000026199.18",1770,2047,1914,449,411,294,1116,995,776,905,1555,324,425,479,370,221
"ENSMUSG00000026200.14",293,334,421,60,35,49,144,175,198,113,187,79,79,114,52,55
"ENSMUSG00000026201.13",1992,2251,2230,1705,1589,1469,1799,1810,2158,897,1308,1406,1670,1648,2805,1157
"ENSMUSG00000026202.14",6693,8121,4256,3985,3768,4132,6228,4546,5410,1783,1852,3578,4459,3546,3694,2016
"ENSMUSG00000096094.3",10,15,19,2,2,1,11,3,2,6,0,0,0,0,4,0
"ENSMUSG00000026203.17",2813,3328,1729,1199,1615,1419,2209,2068,2180,834,1056,1287,1559,1381,966,513
"ENSMUSG00000026204.16",84,94,25,7,9,7,11,8,9,11,17,17,8,15,29,4
"ENSMUSG00000033061.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026209.16",1518,1812,1474,977,1098,913,1434,1322,1275,384,609,1295,1722,1419,1757,782
"ENSMUSG00000026208.10",481,560,553,210,130,97,244,239,309,126,254,115,74,147,92,66
"ENSMUSG00000026207.17",328,327,103,28,16,5,52,84,57,85,159,86,23,41,60,23
"ENSMUSG00000033021.17",1496,1906,1094,585,483,349,1098,1177,1017,662,1401,663,950,653,922,483
"ENSMUSG00000033007.16",5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000032997.17",178,180,175,82,67,58,97,92,111,78,55,55,70,103,159,54
"ENSMUSG00000026211.19",154,205,139,25,18,14,43,44,32,69,97,38,12,14,36,12
"ENSMUSG00000051703.15",11,11,12,4,3,1,2,6,2,3,13,0,0,18,0,2
"ENSMUSG00000032968.5",22,17,4,5,3,0,12,9,5,62,69,22,6,5,2,0
"ENSMUSG00000026213.16",618,695,504,190,188,167,369,362,355,295,467,181,133,243,220,119
"ENSMUSG00000006576.17",171,164,60,15,9,3,64,60,32,152,242,20,15,24,2,13
"ENSMUSG00000026235.15",97,79,118,4,6,5,14,13,22,9,35,22,15,6,3,5
"ENSMUSG00000004872.16",0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000032908.10",76,66,163,4,2,3,16,32,19,20,45,4,9,7,0,1
"ENSMUSG00000026245.17",1022,1236,2302,678,711,632,1385,1395,1252,224,249,591,773,625,400,315
"ENSMUSG00000090486.3",6,18,2,0,1,0,4,3,7,13,5,0,0,0,11,0
"ENSMUSG00000012187.14",24,38,23,4,36,9,37,27,23,17,0,0,4,1,16,29
"ENSMUSG00000032883.16",2869,3101,5411,717,317,684,2514,2573,2227,587,1060,1550,812,1032,155,130
"ENSMUSG00000079470.9",5861,6752,9232,198,71,210,960,1062,698,192,336,334,289,145,26,37
"ENSMUSG00000047330.9",8,24,61,6,1,6,17,12,19,2,9,23,11,18,0,3
"ENSMUSG00000050711.8",0,4,2,0,0,1,4,0,5,0,0,0,3,0,1,0
"ENSMUSG00000054702.15",63,52,298,31,40,32,47,48,49,10,41,19,2,18,1,5
"ENSMUSG00000073643.12",2687,2805,2967,411,576,369,1543,1460,1555,1202,2259,476,521,807,488,197
"ENSMUSG00000026248.10",541,526,583,531,497,546,712,589,727,102,99,383,419,403,329,262
"ENSMUSG00000026249.11",208,203,243,23,47,76,129,93,102,53,20,17,68,123,52,7
"ENSMUSG00000043230.3",2,6,22,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000004364.15",3201,3597,8044,1174,1041,1099,3208,3342,3883,387,391,730,1100,1402,241,412
"ENSMUSG00000110100.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038608.16",2063,1889,6752,159,53,74,431,399,595,132,218,83,237,472,57,40
"ENSMUSG00000054976.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055980.3",5835,5335,2840,205,130,228,486,585,759,371,464,114,201,153,223,188
"ENSMUSG00000022591.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026142.16",1133,1206,1817,445,373,410,1025,1204,1191,171,156,310,446,407,223,175
"ENSMUSG00000067158.10",337,363,410,21,8,6,60,64,58,47,85,17,44,29,19,2
"ENSMUSG00000079465.9",453,443,658,22,13,8,52,55,65,77,76,74,101,28,5,5
"ENSMUSG00000026150.15",1098,1204,2728,558,505,495,1144,1222,1374,401,500,482,592,706,238,241
"ENSMUSG00000026149.3",59,51,84,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000114299.2",4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000026159.14",1567,1568,3919,421,321,373,911,1037,1096,215,312,285,320,496,186,166
"ENSMUSG00000113880.2",8,11,10,1,1,0,10,1,7,5,19,9,6,4,1,4
"ENSMUSG00000113973.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113846.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113084.2",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113925.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000114011.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113097.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038496.17",0,0,3,0,0,1,7,0,1,0,0,0,0,2,0,0
"ENSMUSG00000100190.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000113267.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104423.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101315.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026166.15",0,0,3,0,0,0,0,1,0,0,0,0,0,6,0,0
"ENSMUSG00000053161.17",2,2,6,0,0,0,0,1,1,4,2,0,0,0,0,0
"ENSMUSG00000026163.18",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045658.17",8228,8611,13500,2473,2194,3014,4388,3826,5238,523,926,1719,2150,1640,657,621
"ENSMUSG00000036766.13",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026219.15",11868,13093,25609,2028,1602,1841,5185,5855,5109,1444,2083,1666,2433,2412,738,686
"ENSMUSG00000073633.10",89,114,128,101,101,65,230,330,224,38,31,68,102,75,36,41
"ENSMUSG00000026220.7",5,2,8,0,0,0,0,1,0,0,0,0,0,0,5,1
"ENSMUSG00000118590.2",140,129,235,38,21,38,155,238,200,66,74,105,151,221,63,15
"ENSMUSG00000052477.16",230,237,1488,72,26,38,144,115,185,24,47,89,223,1023,29,17
"ENSMUSG00000118640.2",50,43,103,13,12,21,88,153,126,22,9,52,76,108,8,5
"ENSMUSG00000089844.8",125,137,670,44,51,42,276,365,363,17,39,47,37,134,2,29
"ENSMUSG00000079457.12",188,139,416,58,57,48,170,240,219,62,76,113,229,378,64,8
"ENSMUSG00000118591.2",58,55,113,21,8,5,97,163,130,12,15,46,86,129,10,4
"ENSMUSG00000118607.2",289,215,476,92,76,85,472,557,698,205,211,202,285,469,92,33
"ENSMUSG00000094127.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070034.14",743,624,1320,130,61,57,310,256,283,85,108,125,216,678,61,51
"ENSMUSG00000070031.12",805,689,2540,255,242,188,940,972,1127,105,96,256,411,893,66,77
"ENSMUSG00000026222.17",2301,2015,5037,323,180,165,1142,967,1337,469,545,251,265,763,125,98
"ENSMUSG00000052760.17",217,230,746,21,14,10,83,60,94,61,67,61,35,82,16,12
"ENSMUSG00000036707.17",2791,2897,5286,1306,1127,1343,2388,2421,2919,491,578,834,1070,1420,428,454
"ENSMUSG00000026223.16",1376,1416,1795,924,795,581,1158,1148,1268,61,73,807,892,1456,498,330
"ENSMUSG00000026224.12",1,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049608.10",20,32,119,13,3,4,11,9,20,7,12,37,10,65,14,1
"ENSMUSG00000026226.17",91,81,63,0,0,1,1,1,3,8,4,2,0,6,0,3
"ENSMUSG00000026227.12",3006,3512,3245,1763,1592,1979,2057,2133,2345,875,1646,984,975,1220,470,774
"ENSMUSG00000026229.18",4352,5382,9171,1803,1550,1790,3927,4448,4000,391,496,2054,2628,2428,1568,879
"ENSMUSG00000026228.7",251,203,400,2,1,0,0,0,1,7,6,0,1,0,0,0
"ENSMUSG00000094638.2",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSMUSG00000062590.14",557,536,687,118,125,133,176,187,264,107,86,41,116,63,117,93
"ENSMUSG00000079445.4",2,4,7,1,1,0,6,5,5,0,1,0,0,4,3,0
"ENSMUSG00000026234.13",9638,11180,26286,4372,4071,2867,6655,7784,7126,1803,1876,2860,3686,3961,1302,1221
"ENSMUSG00000026237.7",0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"ENSMUSG00000036574.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026238.15",10410,10976,18510,4427,3235,3196,13613,11545,13234,3505,3023,3722,4354,5425,1396,1664
"ENSMUSG00000026239.15",233,211,298,121,117,110,302,245,291,77,95,128,167,189,161,83
"ENSMUSG00000026240.13",1029,899,1013,190,220,176,429,391,607,367,568,233,256,235,112,117
"ENSMUSG00000026241.6",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053333.16",1616,1518,2446,342,306,280,800,745,686,131,164,277,216,278,182,148
"ENSMUSG00000026246.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079440.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000036500.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000026247.14",3,2,14,0,0,0,0,0,0,0,0,0,1,3,0,4
"ENSMUSG00000036480.10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026251.14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026253.15",9,16,9,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000026254.18",1987,2169,2824,1127,1047,817,1512,1647,1670,479,686,779,890,952,783,499
"ENSMUSG00000026255.16",15,21,17,5,4,5,39,22,18,14,12,2,3,5,7,0
"ENSMUSG00000048000.16",5948,6652,8117,749,602,708,2147,2205,2027,879,1672,721,831,1015,489,393
"ENSMUSG00000079436.4",142,130,253,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026258.6",72,78,27,1,0,0,4,0,1,0,3,0,0,0,0,0
"ENSMUSG00000026259.15",2762,3007,1782,1166,1037,803,2154,2254,1370,943,1645,856,544,1239,411,527
"ENSMUSG00000079434.9",79,86,58,42,64,41,140,121,103,22,28,13,42,23,65,40
"ENSMUSG00000026288.15",1052,927,1257,147,83,72,379,345,405,69,138,138,222,551,140,49
"ENSMUSG00000026289.16",3393,3550,5055,849,703,722,1174,1291,1192,881,1332,830,865,960,558,496
"ENSMUSG00000056055.14",47,40,62,1,4,1,1,6,8,20,7,0,9,11,0,7
"ENSMUSG00000070738.11",2504,2607,4066,567,368,450,818,1032,873,427,664,562,628,703,390,317
"ENSMUSG00000005501.15",6062,5322,10072,642,793,661,2045,2385,2293,1163,1710,763,1175,916,601,536
"ENSMUSG00000090165.9",60,33,134,6,2,30,151,168,226,8,0,46,69,188,12,4
"ENSMUSG00000090175.2",2291,1754,2875,1395,832,1578,1619,1648,2023,59,64,348,689,3132,880,454
"ENSMUSG00000089675.2",102,50,98,0,0,0,3,2,0,1,1,0,4,0,0,1
"ENSMUSG00000090124.8",634,676,459,268,185,449,27,32,40,6,26,282,473,518,9,7
"ENSMUSG00000090145.8",2693,2770,1289,846,726,1172,2541,2718,2047,45,99,989,1339,1382,361,445
"ENSMUSG00000054545.18",1586,1714,3433,197,261,201,1538,1297,981,1156,1615,626,955,917,186,170
"ENSMUSG00000089943.2",5122,6169,5415,840,1402,978,4306,6187,6606,98,75,4084,5594,2970,526,249
"ENSMUSG00000090171.2",768,653,813,18,28,11,125,156,168,9,24,287,432,211,4,8
"ENSMUSG00000081984.4",722,555,356,1,0,1,2,0,3,14,10,4,1,1,0,7
"ENSMUSG00000089960.2",5889,6267,1654,2719,2842,2887,7889,8578,7874,291,332,4688,5560,7552,938,1195
"ENSMUSG00000079429.10",1435,1488,1336,313,228,168,597,635,574,524,621,212,232,407,206,171
"ENSMUSG00000044783.17",11101,11437,7850,1961,1665,1215,7816,8490,5443,5339,11459,1636,1829,2519,1860,1200
"ENSMUSG00000036251.17",17,29,10,2,4,4,7,18,6,0,0,3,2,2,1,2
"ENSMUSG00000026295.13",4152,4626,5983,2992,4131,2714,2927,3066,2968,2175,1154,3047,3654,3616,3308,2336
"ENSMUSG00000062310.8",3,9,12,2,1,1,24,13,16,7,15,7,4,6,0,1
"ENSMUSG00000049866.13",265,292,504,95,30,32,167,159,237,47,23,20,71,190,54,30
"ENSMUSG00000036206.13",180,156,224,47,28,22,75,88,86,63,68,81,33,62,125,49
"ENSMUSG00000055013.17",2060,1973,1650,136,136,142,391,299,268,135,211,141,158,166,226,114
"ENSMUSG00000034486.9",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067081.14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026301.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044337.6",23,62,59,17,12,13,34,28,73,12,3,10,15,8,7,3
"ENSMUSG00000034432.12",786,814,1074,580,610,509,977,897,1001,300,285,761,656,694,339,386
"ENSMUSG00000048126.17",1820,2299,3069,198,108,72,422,474,354,537,625,227,172,316,105,67
"ENSMUSG00000026303.7",316,274,324,58,28,34,121,139,155,32,27,38,27,56,63,34
"ENSMUSG00000090550.3",0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1
"ENSMUSG00000026304.14",708,759,873,685,1191,620,711,636,838,192,293,378,538,556,550,406
"ENSMUSG00000026305.16",4287,4707,4557,737,576,583,1730,1694,1568,727,1219,707,896,892,438,334
"ENSMUSG00000070732.3",2,3,19,1,0,0,0,0,2,0,0,0,3,11,0,0
"ENSMUSG00000034353.15",101,108,191,100,68,62,129,105,111,47,43,120,72,161,153,65
"ENSMUSG00000034343.15",1336,1357,1881,638,669,611,1118,1007,1380,304,244,519,944,784,507,320
"ENSMUSG00000026307.13",6616,7170,5823,2659,2891,2708,6224,5877,5420,1386,2057,2271,2880,2184,2462,1545
"ENSMUSG00000049515.13",53,57,22,2,0,4,5,8,8,25,49,8,1,7,4,2
"ENSMUSG00000026308.9",0,1,2,2,0,0,3,0,2,0,0,0,1,1,0,0
"ENSMUSG00000047443.15",48,55,48,0,1,0,0,0,1,0,0,0,3,7,0,0
"ENSMUSG00000026309.15",1876,1834,2520,798,733,518,1092,988,1121,816,1287,503,635,609,433,447
"ENSMUSG00000067071.9",1318,1490,953,581,1121,552,1673,1716,596,571,788,2047,1496,1418,758,395
"ENSMUSG00000055866.10",1785,2495,1700,245,275,102,1269,1602,190,1280,1717,1245,1123,1203,364,297
"ENSMUSG00000034292.14",772,843,808,238,203,184,333,284,259,210,262,214,213,194,54,65
"ENSMUSG00000026311.17",378,441,596,172,154,125,276,297,229,192,193,103,165,260,111,95
"ENSMUSG00000007805.5",2,7,5,1,0,0,1,4,1,4,0,4,0,0,1,4
"ENSMUSG00000026313.17",1721,1698,1586,194,152,142,369,380,338,221,380,93,165,227,182,121
"ENSMUSG00000026260.13",4025,4715,6221,2783,3396,2505,4644,4137,4317,1272,1373,1812,2159,2043,4066,2284
"ENSMUSG00000067064.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057464.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042849.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058904.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046300.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062497.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000063583.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000061616.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073616.11",450,475,958,441,552,381,700,633,780,323,153,352,404,408,189,204
"ENSMUSG00000044055.6",3,5,10,2,0,0,3,0,1,0,0,0,0,6,0,0
